path,title,extracted_at,non_page_by_convention,word_count,heading_count,heading_max_depth,code_fence_count,code_block_density,internal_link_count,todo_flag,days_since_update,days_since_update_raw,age_days,median_line_age_days,last_update_commit_msg,commit_count,author_count,flesch_reading_ease,words_per_heading,staleness_to_age_ratio
content/en/docs/concepts/services-networking/ingress-controllers.md,Ingress Controllers,2026-08-19T07:42:44.190519+00:00,False,680,4,2,0,0.0,9,False,242,242,2739,2104,"Update Alibaba Cloud Ingress provider reference
",56,46,51.22,170.0,0.09
content/en/docs/concepts/services-networking/ingress.md,Ingress,2026-08-19T07:42:44.190519+00:00,False,2788,25,4,15,5.38,26,False,267,267,3828,2247,"Apply maintainer feedback
",183,125,54.05,111.52,0.07
content/en/docs/concepts/services-networking/network-policies.md,Network Policies,2026-08-19T07:42:44.190519+00:00,False,3082,19,3,6,1.95,8,False,127,127,3727,1335,"fix(links): update kubernetes/community links from master to main
",117,72,48.33,162.21,0.03
content/en/docs/concepts/services-networking/service-traffic-policy.md,Service Internal Traffic Policy,2026-08-19T07:42:44.190519+00:00,False,193,3,2,1,5.18,3,False,1095,1095,1981,1981,"Fix links
",12,10,49.69,64.33,0.55
content/en/docs/concepts/services-networking/service.md,Service,2026-08-19T07:42:44.190519+00:00,False,5467,40,4,18,3.29,33,False,76,76,3828,1454,"Update HTTP/2 RFC reference from 7540 to 9113
",343,207,53.38,136.68,0.02
content/en/docs/concepts/services-networking/topology-aware-routing.md,Topology Aware Routing,2026-08-19T07:42:44.190519+00:00,False,1136,12,3,1,0.88,3,False,805,805,1985,1985,"Fix broken link in topology-aware-routing.md
",18,12,51.05,94.67,0.41
content/en/docs/concepts/services-networking/windows-networking.md,Networking on Windows,2026-08-19T07:42:44.190519+00:00,False,1571,6,2,0,0.0,2,False,411,411,1545,1545,"WinDSR to stable updates
",8,6,37.3,261.83,0.27
content/en/docs/concepts/storage/_index.md,"""Storage""",2026-08-19T07:42:44.190519+00:00,False,0,0,0,0,0.0,0,False,2248,1889,3027,3027,"Add descriptions to Concept sections
",3,3,,,0.74
content/en/docs/concepts/storage/dynamic-provisioning.md,Dynamic Volume Provisioning,2026-08-19T07:42:44.190519+00:00,False,547,5,2,3,5.48,8,False,293,293,3221,3221,"fix style in concepts/storage/dynamic-provisioning.md
",25,22,38.75,109.4,0.09
content/en/docs/concepts/storage/ephemeral-storage.md,Local ephemeral storage,2026-08-19T07:42:44.190519+00:00,False,1573,5,2,2,1.27,12,False,117,117,317,317,"docs: clarify kubelet filesystem layouts
",2,2,52.0,314.6,0.37
content/en/docs/concepts/storage/ephemeral-volumes.md,Ephemeral Volumes,2026-08-19T07:42:44.190519+00:00,False,1340,11,3,2,1.49,18,False,317,317,2260,2260,"Move ephemeral storage contents out of container resource page
",29,18,39.17,121.82,0.14
content/en/docs/concepts/storage/persistent-volumes.md,Persistent Volumes,2026-08-19T07:42:44.190519+00:00,False,5978,56,4,17,2.84,45,False,63,63,3828,2133,"add volume populators page
",288,174,51.36,106.75,0.02
content/en/docs/concepts/storage/projected-volumes.md,Projected Volumes,2026-08-19T07:42:44.190519+00:00,False,1461,9,3,1,0.68,17,False,181,181,1749,1493,"Fix some links in the En docs
",26,15,48.49,162.33,0.1
content/en/docs/concepts/storage/storage-capacity.md,Storage Capacity,2026-08-19T07:42:44.190519+00:00,False,620,6,2,0,0.0,5,False,1394,1394,2260,2260,"KubeCon Docs Sprint: Update page weights for content/en/docs/concepts/storage.
",11,5,41.17,103.33,0.62
content/en/docs/concepts/storage/storage-classes.md,Storage Classes,2026-08-19T07:42:44.190519+00:00,False,2624,20,4,3,1.14,15,False,292,292,3197,2337,"remove broken links to examples
",123,81,48.52,131.2,0.09
content/en/docs/concepts/storage/storage-limits.md,Node-specific Volume Limits,2026-08-19T07:42:44.190519+00:00,False,684,6,4,2,2.92,1,False,65,65,2974,2271,"Fix typos in manual documentation pages
",16,13,43.17,114.0,0.02
content/en/docs/concepts/storage/volume-attributes-classes.md,Volume Attributes Classes,2026-08-19T07:42:44.190519+00:00,False,471,4,3,4,8.49,3,False,385,385,1041,1041,"KEP-3751 VolumeAttributesClass GA in 1.34 Doc Update
",8,3,34.03,117.75,0.37
content/en/docs/concepts/storage/volume-health-monitoring.md,Volume Health Monitoring,2026-08-19T07:42:44.190519+00:00,False,265,2,2,0,0.0,1,False,1174,1174,1983,1174,"tweak line wrappings in storage/
",5,5,48.31,132.5,0.59
content/en/docs/concepts/storage/volume-populators-and-data-sources.md,Volume Populators and Data Sources,2026-08-19T07:42:44.190519+00:00,False,826,6,3,3,3.63,9,False,63,63,63,63,"add volume populators page
",1,1,48.97,137.67,1.0
content/en/docs/concepts/storage/volume-pvc-datasource.md,CSI Volume Cloning,2026-08-19T07:42:44.190519+00:00,False,417,3,2,1,2.4,1,False,1174,1174,2637,2577,"tweak line wrappings in storage/
",15,11,49.81,139.0,0.45
content/en/docs/concepts/storage/volume-snapshot-classes.md,Volume Snapshot Classes,2026-08-19T07:42:44.190519+00:00,False,407,6,3,2,4.91,3,False,586,586,2882,2271,"update VolumeSnapshotClass
",17,14,28.23,67.83,0.2
content/en/docs/concepts/storage/volume-snapshots.md,Volume Snapshots,2026-08-19T07:42:44.190519+00:00,False,1157,12,4,6,5.19,4,False,669,669,2882,1602,"Add document link for volume group snapshots
",30,17,45.96,96.42,0.23
content/en/docs/concepts/storage/volumes.md,Volumes,2026-08-19T07:42:44.190519+00:00,False,5939,46,4,11,1.85,32,False,127,127,3828,1545,"fix(links): update kubernetes/community links from master to main
",301,184,51.73,129.11,0.03
content/en/docs/concepts/storage/windows-storage.md,Windows Storage,2026-08-19T07:42:44.190519+00:00,False,353,2,5,0,0.0,6,False,994,994,1545,1545,"Update In-tree storage driver status (#42415)
",8,6,32.96,176.5,0.64
content/en/docs/concepts/windows/_index.md,"""Windows in Kubernetes""",2026-08-19T07:42:44.190519+00:00,False,129,0,0,0,0.0,10,False,1275,1275,2703,1275,"Revise Windows in Kubernetes section
",3,3,35.84,,0.47
content/en/docs/concepts/windows/intro.md,Windows containers in Kubernetes,2026-08-19T07:42:44.190519+00:00,False,2502,21,4,0,0.0,16,False,127,127,1545,1545,"fix(links): update kubernetes/community links from master to main
",25,21,38.2,119.14,0.08
content/en/docs/concepts/windows/user-guide.md,Guide for Running Windows Containers in Kubernetes,2026-08-19T07:42:44.190519+00:00,False,1256,12,3,6,4.78,7,False,272,272,2703,2444,"Update the doc for windows server 2025 support
",31,24,42.06,104.67,0.1
content/en/docs/concepts/workloads/_index.md,"""Workloads""",2026-08-19T07:42:44.190519+00:00,False,707,2,2,0,0.0,25,False,114,114,3027,1828,"Delete duplicate sentence from `content/en/docs/concept/workloads/_index.md`
",17,11,49.41,353.5,0.04
content/en/docs/concepts/workloads/autoscaling/horizontal-pod-autoscale.md,Horizontal Pod Autoscaling,2026-08-19T07:42:44.190519+00:00,False,4198,25,3,11,2.62,24,False,156,156,3828,1796,"fix: replace deprecated argument `--cpu-percent` with `--cpu`
",145,103,45.52,167.92,0.04
content/en/docs/concepts/workloads/autoscaling/vertical-pod-autoscale.md,Vertical Pod Autoscaling,2026-08-19T07:42:44.190519+00:00,False,1494,15,4,4,2.68,8,False,79,79,271,271,"docs: add InPlace VPA update mode documentation
",11,7,34.97,99.6,0.29
content/en/docs/concepts/workloads/autoscaling.md,Autoscaling Workloads,2026-08-19T07:42:44.190519+00:00,False,726,10,4,0,0.0,12,False,268,268,931,926,"Move HorizontalPodAutoscaler concept page
",20,8,42.24,72.6,0.29
content/en/docs/concepts/workloads/controllers/_index.md,"""Workload Management""",2026-08-19T07:42:44.190519+00:00,False,436,0,0,0,0.0,8,False,947,947,3027,1389,"Rename concept section
",7,3,53.05,,0.31
content/en/docs/concepts/workloads/controllers/cron-jobs.md,CronJob,2026-08-19T07:42:44.190519+00:00,False,1908,14,3,2,1.05,9,False,97,97,3644,1351,"update api-reference and ref shortcode callers for new URL structure
",108,66,62.01,136.29,0.03
content/en/docs/concepts/workloads/controllers/daemonset.md,DaemonSet,2026-08-19T07:42:44.190519+00:00,False,1729,16,3,2,1.16,32,False,97,97,3828,2532,"update api-reference and ref shortcode callers for new URL structure
",120,83,56.99,108.06,0.03
content/en/docs/concepts/workloads/controllers/deployment.md,Deployments,2026-08-19T07:42:44.190519+00:00,False,5797,34,5,95,16.39,21,False,61,61,3828,2860,"add cascade deletion description
",251,147,51.39,170.5,0.02
content/en/docs/concepts/workloads/controllers/job.md,Jobs,2026-08-19T07:42:44.190519+00:00,False,7704,39,4,26,3.37,40,False,97,97,3828,1369,"update api-reference and ref shortcode callers for new URL structure
",241,125,56.96,197.54,0.03
content/en/docs/concepts/workloads/controllers/replicaset.md,ReplicaSet,2026-08-19T07:42:44.190519+00:00,False,2087,24,4,21,10.06,25,False,97,97,3807,2750,"update api-reference and ref shortcode callers for new URL structure
",105,75,49.28,86.96,0.03
content/en/docs/concepts/workloads/controllers/replicationcontroller.md,ReplicationController,2026-08-19T07:42:44.190519+00:00,False,2231,27,3,7,3.14,22,False,97,97,3842,3424,"update api-reference and ref shortcode callers for new URL structure
",109,63,42.49,82.63,0.03
content/en/docs/concepts/workloads/controllers/statefulset.md,StatefulSets,2026-08-19T07:42:44.190519+00:00,False,3201,35,5,6,1.87,27,False,76,76,3546,1902,"KEP-961: update maxUnavailable docs to reflect the FG being off by default
",119,76,50.14,91.46,0.02
content/en/docs/concepts/workloads/controllers/ttlafterfinished.md,Automatic Cleanup for Finished Jobs,2026-08-19T07:42:44.190519+00:00,False,491,5,3,0,0.0,6,False,673,673,2882,1389,"Fix typo of selector-selector
",16,14,55.65,98.2,0.23
content/en/docs/concepts/workloads/management.md,Managing Workloads,2026-08-19T07:42:44.190519+00:00,False,1499,18,4,45,30.02,18,False,196,196,3842,2271,"docs: Remove outdated TODO comment from canary deployments
",106,50,43.49,83.28,0.05
content/en/docs/concepts/workloads/podgroup-api/_index.md,"""PodGroup API""",2026-08-19T07:42:44.190519+00:00,False,606,9,3,7,11.55,12,False,129,129,145,145,"Move PodGroup DRA docs from Workload to PodGroup
",4,2,52.67,67.33,0.89
content/en/docs/concepts/workloads/podgroup-api/lifecycle.md,PodGroup Lifecycle,2026-08-19T07:42:44.190519+00:00,False,444,6,2,0,0.0,7,False,131,131,145,145,"Address feedback
",3,1,59.79,74.0,0.9
content/en/docs/concepts/workloads/pods/_index.md,Pods,2026-08-19T07:42:44.190519+00:00,False,3176,22,4,3,0.94,35,False,31,31,3027,1342,"Clarify what .spec.os.name constrains in the Pod OS section
",73,46,49.58,144.36,0.01
content/en/docs/concepts/workloads/pods/advanced-pod-config.md,Advanced Pod Configuration,2026-08-19T07:42:44.190519+00:00,False,961,19,4,1,1.04,14,False,331,331,409,409,"docs: improve page content
",3,1,15.83,50.58,0.81
content/en/docs/concepts/workloads/pods/disruptions.md,Disruptions,2026-08-19T07:42:44.190519+00:00,False,2132,8,2,0,0.0,25,False,459,459,3340,3340,"Fix wrong link to Node Autoscaling docs
",67,46,43.74,266.5,0.14
content/en/docs/concepts/workloads/pods/downward-api.md,Downward API,2026-08-19T07:42:44.190519+00:00,False,622,5,4,0,0.0,9,False,498,498,1611,1611,"Update InPlacePodVerticalScaling docs for v1.33 beta (#50290)
",9,9,33.49,124.4,0.31
content/en/docs/concepts/workloads/pods/ephemeral-containers.md,Ephemeral Containers,2026-08-19T07:42:44.190519+00:00,False,384,4,3,0,0.0,4,False,943,943,2536,2536,"Improve docs for Pods
",17,9,27.84,96.0,0.37
content/en/docs/concepts/workloads/pods/init-containers.md,Init Containers,2026-08-19T07:42:44.190519+00:00,False,1699,11,4,16,9.42,15,False,700,700,3477,2595,"38271 - Init Container concept clarity
",90,62,52.11,154.45,0.2
content/en/docs/concepts/workloads/pods/pod-condition.md,"""Pod Conditions""",2026-08-19T07:42:44.190519+00:00,False,1593,10,3,3,1.88,21,False,100,100,129,129,"fix anchor link
",3,1,53.38,159.3,0.78
content/en/docs/concepts/workloads/pods/pod-hostname.md,Pod Hostname,2026-08-19T07:42:44.190519+00:00,False,616,4,2,2,3.25,1,False,377,377,386,386,"Follow up PR 51414 comments
",2,1,65.68,154.0,0.98
content/en/docs/concepts/workloads/pods/pod-lifecycle.md,Pod Lifecycle,2026-08-19T07:42:44.190519+00:00,False,6941,41,5,12,1.73,52,False,89,89,3471,665,"Make probes section on Pod lifecycle page lighter
",152,99,50.0,169.29,0.03
content/en/docs/concepts/workloads/pods/pod-qos.md,Pod Quality of Service Classes,2026-08-19T07:42:44.190519+00:00,False,1291,13,4,1,0.77,14,False,136,136,1301,1301,"KEP-2570: Update Memory QoS documentation for v1.36
",15,12,57.49,99.31,0.1
content/en/docs/concepts/workloads/pods/probes.md,"Liveness, Readiness, and Startup Probes",2026-08-19T07:42:44.190519+00:00,False,2647,18,4,5,1.89,10,False,123,123,1111,135,"move probes link
",15,8,57.46,147.06,0.11
content/en/docs/concepts/workloads/pods/scheduling-group.md,Scheduling Group,2026-08-19T07:42:44.190519+00:00,False,251,4,2,1,3.98,7,False,131,131,145,145,"Address feedback
",2,1,53.05,62.75,0.9
content/en/docs/concepts/workloads/pods/sidecar-containers.md,Sidecar Containers,2026-08-19T07:42:44.190519+00:00,False,1180,9,3,0,0.0,12,False,212,212,1047,1047,"docs: move sidecar Job clarification to first example
",21,14,41.71,131.11,0.2
content/en/docs/concepts/workloads/pods/static-pods.md,"""Static Pods""",2026-08-19T07:42:44.190519+00:00,False,383,4,2,0,0.0,6,False,124,124,124,124,"Add Static Pods concept page
",1,1,62.76,95.75,1.0
content/en/docs/concepts/workloads/pods/user-namespaces.md,User Namespaces,2026-08-19T07:42:44.190519+00:00,False,1925,10,3,3,1.56,3,False,186,186,1471,1019,"content: Remove old note about userns
",31,8,59.1,192.5,0.13
content/en/docs/concepts/workloads/resource-managers.md,Resource managers,2026-08-19T07:42:44.190519+00:00,False,3658,25,6,6,1.64,12,False,133,133,2129,611,"KEP-5526: Pod Level Resource Managers documentation
",14,10,40.57,146.32,0.06
content/en/docs/concepts/workloads/workload-api/_index.md,"""Workload API""",2026-08-19T07:42:44.190519+00:00,False,478,6,3,1,2.09,16,False,118,118,273,159,"Rename EnableWorkloadWithJob feature gate references to WorkloadWithJob
",13,8,60.14,79.67,0.43
content/en/docs/concepts/workloads/workload-api/disruption-and-priority.md,Pod Group Disruption and Priority,2026-08-19T07:42:44.190519+00:00,False,336,5,3,1,2.98,6,False,65,65,173,173,"Fix typos in manual documentation pages
",2,2,45.13,67.2,0.38
content/en/docs/concepts/workloads/workload-api/policies.md,PodGroup Scheduling Policies,2026-08-19T07:42:44.190519+00:00,False,310,5,3,2,6.45,8,False,131,131,273,273,"Address feedback
",4,2,42.92,62.0,0.48
content/en/docs/concepts/workloads/workload-api/topology-aware-scheduling.md,Topology-Aware Workload Scheduling,2026-08-19T07:42:44.190519+00:00,False,539,5,3,1,1.86,4,False,141,141,145,145,"Apply review comments
",2,2,39.42,107.8,0.97
